,info_brand,info_name,info_money,info_store,info_commit
0,天语（K-Touch）,天语（K-Touch）V6 翻盖老人手机 超长待机 移动/联通2G 双卡双待 大字大声老年机 一键操作功能机 红色,189,天语手机京东自营官方旗舰店,2万+
1,荣耀（HONOR）,荣耀8X Max 7.12英寸90%屏占比珍珠屏  4GB+64GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待,1499,荣耀京东自营旗舰店,40万+
2,飞利浦（PHILIPS ）,飞利浦 PHILIPS E256S 炫酷红双屏翻盖 大屏大字移动联通2G 双卡双待 老人手机 老年手机学生备用功能机,288,没有找到店铺 - -！,6万+
3,Apple,"京品手机	
Apple iPhone XR (A2108) 128GB 白色 移动联通电信4G手机 双卡双待",4499,Apple产品京东自营旗舰店,200万+
4,飞利浦（PHILIPS ）,飞利浦 PHILIPS E256S 陨石黑双屏翻盖大屏大字移动联通2G 双卡双待 老人手机 老年手机学生备用功能机,288,没有找到店铺 - -！,10万+
5,魅族（meizu）,魅族 16 X  AI双摄拍照手机 6GB+64GB 砚墨黑 骁龙710 全网通4G游戏智能 双卡双待,1199,魅族京东自营旗舰店,10万+
6,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E171L 海军蓝 直板按键 移动/联通2G 老人手机 老年功能机,198,飞利浦手机京东自营旗舰店,1000+
7,飞利浦（PHILIPS ）,飞利浦 PHILIPS E259S 陨石黑 双屏翻盖 大屏大字 长待机 移动联通2G 老人手机老年手机 学生备用功能机,299,没有找到店铺 - -！,3万+
8,天语（K-Touch）,天语（K-Touch）V6C 电信2G翻盖老人手机 超长待机 内外双屏老年手机 一键操作备用机 红色,209,天语手机京东自营官方旗舰店,2万+
9,魅族（meizu）,魅族 X8 拍照游戏智能手机 6GB+64GB 亮黑 AI美颜 骁龙710 全网通4G双卡双待,1099,魅族京东自营旗舰店,10万+
10,荣耀（honor）,"京品手机	
荣耀Magic2魔法手机 麒麟980AI智能芯片 超广角AI三摄 8GB+128GB 渐变黑 移动联通电信4G手机 双卡双待",4299,荣耀京东自营旗舰店,20万+
11,守护宝,守护宝（上海中兴易联）K188  暮光黑 联通4G 直板按键 超长待机 老人手机 学生备用功能机,269,守护宝手机京东自营旗舰店,5000+
12,荣耀（HONOR）,"京品手机	
荣耀畅玩8C两天一充 莱茵护眼 刘海屏 全网通版4GB+32GB 星云紫 移动联通电信4G全面屏手机 双卡双待",899,荣耀京东自营旗舰店,70万+
13,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E108 炫丽红 直板按键 移动联通2G 双卡双待 老人手机 老年功能机 学生机备机,109,飞利浦手机京东自营旗舰店,2万+
14,荣耀（HONOR）,"京品手机	
荣耀Magic2魔法手机 麒麟980AI智能芯片 超广角AI三摄 6GB+128GB 渐变红 移动联通电信4G手机 双卡双待",2299,荣耀京东自营旗舰店,20万+
15,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E107 移动联通 老人手机 老年功能机绚丽红,109,飞利浦手机京东自营旗舰店,6万+
16,荣耀（HONOR）,荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版4GB+64GB 渐变蓝 移动联通电信4G全面屏手机,999,荣耀京东自营旗舰店,100万+
17,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E108 陨石黑 直板按键 移动联通2G 双卡双待 老人手机 老年功能机 学生机备机 儿童手机,109,飞利浦手机京东自营旗舰店,6万+
18,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E125 富贵红 移动联通2G 老人手机 双卡双待 超长待机 老年手机 学生备用功能机儿童手机,119,飞利浦手机京东自营旗舰店,2万+
19,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E125 海军蓝 移动联通2G 老人手机 双卡双待 超长待机 老年手机 学生备用功能机儿童手机,119,飞利浦手机京东自营旗舰店,2万+
20,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E331K 古铜棕 按键 老年手机 移动联通2G 双卡双待 老人手机 学生备用功能机 儿童手机,199,飞利浦手机京东自营旗舰店,2万+
21,酷派（Coolpad）,酷派（Coolpad） V18翻盖电信2g 老人手机桃色,189,酷派京东自营旗舰店,1万+
22,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E218L 炫舞红 翻盖老人手机 移动联通2G 双卡双待大字大声老年机 学生备用功能机,279,飞利浦手机京东自营旗舰店,7万+
23,OPPO,【音箱套装】OPPO A5 全面屏拍照手机 3GB+64GB 幻镜蓝 全网通 移动联通电信4G 双卡双待手机,1349,OPPO京东自营官方旗舰店,4万+
24,荣耀（honor）,荣耀10青春版 幻彩渐变 2400万AI自拍 全网通版6GB+64GB 渐变蓝 移动联通电信4G全面屏手机 双卡双待,1199,荣耀京东自营旗舰店,100万+
25,纽曼（Newman）,纽曼（Newman）R15 星空黑 学生手机 卡片手机 移动2G 超薄迷你儿童小手机 备用机非智能戒网手机 老人手机,163,纽曼京东自营官方旗舰店,8万+
26,三星（SAMSUNG）,三星领世旗舰8 4GB+64GB 黑色（SM-G9298）翻盖智能商务手机 4.2英寸双屏 无线充电 双卡双待手机,4499,三星京东自营官方旗舰店,3000+
27,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E218L 陨石黑 翻盖老人手机 移动联通2G 双卡双待大字大声老年机 学生备用功能机,279,飞利浦手机京东自营旗舰店,2万+
28,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E218L 富贵金 翻盖老人手机 移动联通2G 双卡双待大字大声老年机 学生备用功能机,279,飞利浦手机京东自营旗舰店,2000+
29,荣耀（HONOR）,荣耀V20 游戏手机 麒麟980芯片 魅眼全视屏 4800万深感相机 6GB+128GB 幻夜黑 移动联通电信4G,2199,荣耀京东自营旗舰店,80万+
30,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E289 星空灰 电信移动联通4G全网通 智能老人手机 WiFi热点 直板按键老年机 儿童学生手机,399,飞利浦手机京东自营旗舰店,6万+
31,荣耀（HONOR）,荣耀畅玩8A 6.09英寸珍珠全面屏 震撼大音量 3GB+32GB 幻夜黑 移动联通电信4G全面屏手机 双卡双待,799,荣耀京东自营旗舰店,40万+
32,纽曼（Newman）,纽曼（Newman）L9 星空黑 超长待机 三防老人手机 移动2G 直板按键 大声音 双卡双待老年机 学生备用功能机,138,纽曼京东自营官方旗舰店,2万+
33,荣耀（honor）,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 渐变蓝 移动联通电信4G全面屏手机,1399,荣耀京东自营旗舰店,90万+
34,飞利浦（PHILIPS ）,飞利浦（PHILIPS） E280 星空黑 直板商务大屏 超长待机 移动联通2G 双卡双待 老人手机 学生备用功能机,299,飞利浦手机京东自营旗舰店,1000+
35,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E280 海军蓝 商务大屏 超长待机 移动联通2G 双卡双待 老人手机 学生备用功能机 儿童手机,299,飞利浦手机京东自营旗舰店,7000+
36,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E188A 星空黑 真三防老人手机 防水 超长待机 老年手机 移动联通2G 儿童学生备用功能机,399,飞利浦手机京东自营旗舰店,1万+
37,OPPO,【蓝牙音箱套装版】OPPO Reno 10倍变焦版 高通骁龙855 4800万超清三摄 8GB+256GB 极夜黑 全网通4G 全面屏拍照游戏智能手机,4329,OPPO京东自营官方旗舰店,2万+
38,天语（K-Touch）,天语（K-Touch）S8全网通4G+智能老人手机 移动联通电信4G 双卡双待 超长待机 直板按键备用老年手机 黑色,249,天语手机京东自营官方旗舰店,5万+
39,天语（K-Touch）,天语（K-Touch）S8全网通4G+智能老人手机 移动联通电信4G 双卡双待 超长待机 直板按键备用老年手机 金色,249,天语手机京东自营官方旗舰店,1万+
40,飞利浦（PHILIPS ）,飞利浦 PHILIPS E288 陨石黑 移动联通2G超长待机 充电宝 手电筒 三防老人机 老年手机学生机 备用机,198,没有找到店铺 - -！,3万+
41,荣耀（honor）,"京品手机	
荣耀20 PRO 4800万全焦段AI四摄 双光学防抖 麒麟980 全网通4G 8GB+128GB 幻夜星河 拍照手机",2699,荣耀京东自营旗舰店,50万+
42,荣耀（honor）,"京品手机	
荣耀20 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+256GB 幻夜黑 全面屏手机",2699,荣耀京东自营旗舰店,90万+
43,vivo,vivo Y3 4GB+128GB 孔雀蓝 5000mAh大电池 强劲续航手机 超广角AI智慧三摄 移动联通电信全网通4G手机,1098,vivo京东自营官方旗舰店,6万+
44,小米（MI）,"京品手机	
小米9 骁龙855 索尼4800万超广角微距三摄 支持20W无线闪充 8GB+128GB 全息幻彩紫 智能拍照游戏手机",2499,小米京东自营旗舰店,40万+
45,三星（SAMSUNG）,"京品手机	
三星 Galaxy S10(SM-G9730)骁龙855超感屏 超声波屏下指纹 4G手机 全网通 双卡双待游戏手机 8GB+128GB炭晶黑",3699,三星京东自营官方旗舰店,9万+
46,三星（SAMSUNG）,三星Galaxy S10+ (SM-G9750) 骁龙855超感屏 超声波屏下指纹 4G手机全网通 双卡双待游戏手机12GB+1TB陶瓷黑,7999,三星京东自营官方旗舰店,6万+
47,vivo,"京品手机	
vivo X27 8GB+256GB大内存 粉黛金 套装 4800万AI三摄全面屏拍照手机 移动联通电信全网通4G手机",3698,vivo京东自营官方旗舰店,1万+
48,小米（MI）,Redmi 7A 4000mAh超长续航 AI人脸解锁 骁龙8核  标配10W充电器 整机防泼溅 3GB+32GB 磨砂黑 游戏智能手机 小米 红米,549,小米京东自营旗舰店,40万+
49,魅族（meizu）,魅族16Xs AI三摄超广角拍照手机 6GB+128GB 骑士黑 4000mAh大电池 全网通4G智能 双卡双待,1699,魅族京东自营旗舰店,3万+
50,小辣椒,小辣椒 红辣椒8X Pro 6GB+128GB 渐变黑 6.2英寸水滴屏 微信8开 人脸识别 游戏手机 全网通4G 双卡双待,649,小辣椒手机京东自营官方旗舰店,4万+
51,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E518 玫瑰红 64位4核 安卓8.1WiFi热点 全网通4G触屏手写智能4G老人机 儿童学生功能老年机,399,飞利浦手机京东自营旗舰店,1万+
52,OPPO,【爱奇艺年卡套装】OPPO Reno Z 4800万超清像素 超清夜景2.0 VOOC闪充 8GB+128GB 极夜黑 全网通4G 全面屏拍照游戏智能手机,2329,OPPO京东自营官方旗舰店,1万+
53,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E151Y 陨石黑 电信版天翼直板老人手机 超长待机老年手机 学生备用功能机,168,飞利浦手机京东自营旗舰店,2万+
54,黑鲨,黑鲨游戏手机2 Pro 12GB+512GB 风行蓝 骁龙855Plus 屏幕压感 极速触控 全面屏 双卡双待 4G全网通,3499,黑鲨京东自营官方旗舰店,9万+
55,魅族（meizu）,魅族 Note9 大屏游戏拍照手机 6GB+64GB 幻黑 4000mAh大电池 人脸解锁 全网通4G 双卡双待,1099,魅族京东自营旗舰店,4万+
56,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E219 摩卡金 翻盖老年手机 移动联通2G 双卡双待 老人手机 学生备用功能机 商务机 儿童机,279,飞利浦手机京东自营旗舰店,4万+
57,荣耀（HONOR）,"京品手机	
荣耀20 PRO 4800万全焦段AI四摄  双光学防抖 麒麟980 全网通4G 8GB+128GB 冰岛幻境 拍照手机",2699,荣耀京东自营旗舰店,50万+
58,荣耀（honor）,荣耀9X 麒麟810 4000mAh超强续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+128GB 魅焰红,1899,荣耀京东自营旗舰店,100万+
59,vivo,vivo Z5 8GB+128GB 极光幻境 4800万超广角AI三摄手机 22.5W快充 4500mAh大电池 全网通4G手机,1698,vivo京东自营官方旗舰店,30万+
60,OPPO,"京品手机	
【蓝牙音箱套装版】OPPO K1 光感屏幕指纹 水滴屏拍照手机 4G+64G 墨玉黑 全网通 移动联通电信4G 双卡双待手机",1199,OPPO京东自营官方旗舰店,3万+
61,飞利浦（PHILIPS ）,飞利浦 PHILIPS E258C 炫酷红 直板电信2G 老人手机老年手机学生手机功能机备用机,238,没有找到店铺 - -！,3000+
62,守护宝,守护宝（上海中兴）L105 老人手机 移动/联通2G 双卡双待老年手机 按键直板 超长待机 学生备用功能机 红色,109,守护宝手机京东自营旗舰店,1万+
63,魅族（meizu）,魅族 16s Pro 骁龙855plus 全面屏拍照游戏手机 6GB+128GB 暮光森林 全网通移动联通电信4G手机 双卡双待,2689,魅族京东自营旗舰店,4万+
64,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E319 香槟金 音乐手机 大屏超长待机 直板按键 移动联通2G 老人机 儿童学生老年备用功能机,168,飞利浦手机京东自营旗舰店,3000+
65,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E319 深海蓝 音乐手机 大屏超长待机 直板按键 移动联通2G 老人机 儿童学生老年备用功能机,168,飞利浦手机京东自营旗舰店,1万+
66,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E319 典雅黑 音乐手机 大屏超长待机 直板按键 移动联通2G 老人机 儿童学生老年备用功能机,168,飞利浦手机京东自营旗舰店,20万+
67,小米（MI）,Redmi Note8Pro 6400万全场景四摄 液冷游戏芯 4500mAh长续航 NFC 18W快充 红外遥控 8GB+128GB 电光灰 游戏智能手机 小米 红米,1499,小米京东自营旗舰店,100万+
68,多亲（QIN）,多亲（QIN）QF9  AI功能电话老人手机双卡双待 移动联通4G手机 电信volte 远程定位 深灰色,289,多亲（QIN）京东自营旗舰店,1万+
69,Apple,Apple iPhone 11 Pro (A2217) 64GB 金色 移动联通电信4G手机 双卡双待,5999,Apple产品京东自营旗舰店,30万+
70,OPPO,"京品手机	
【OPPO 无线降噪耳机套装】OPPO K3 高通骁龙710 升降摄像头 VOOC闪充 8GB+128GB 秘境黑 游戏智能手机",2229,OPPO京东自营官方旗舰店,9万+
71,飞利浦（PHILIPS ）,飞利浦（PHILIPS） E516 陨石黑 移动联通4G 直板按键老人手机 双卡双待 超长待机 老年手机 学生备用功能机,299,飞利浦手机京东自营旗舰店,9000+
72,荣耀（HONOR）,荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 冰岛白【服务升级套装】,1799,荣耀京东自营旗舰店,10万+
73,荣耀（HONOR）,荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 魅焰红【服务升级套装】,1799,荣耀京东自营旗舰店,10万+
74,荣耀（HONOR）,荣耀9X 麒麟810 4000mAh续航 4800万超清夜拍 6.59英寸升降全面屏 全网通6GB+64GB 幻夜黑【服务升级套装】,1799,荣耀京东自营旗舰店,30万+
75,荣耀（HONOR）,荣耀20S 李现同款 3200万超级夜景 4800万AI三摄 麒麟810芯片 全网通版8GB+128GB 蝶羽白【服务升级套装】,2399,荣耀京东自营旗舰店,1万+
76,荣耀（HONOR）,荣耀20S 李现同款 3200万超级夜景 4800万AI三摄 麒麟810芯片 全网通版6GB+128GB 蝶羽蓝【服务升级套装】,2099,荣耀京东自营旗舰店,10万+
77,魅族（meizu）,魅族 16s 骁龙855全面屏拍照游戏手机 6GB+128GB 碳纤黑 全网通移动联通电信4G手机 双卡双待,2399,魅族京东自营旗舰店,7万+
78,OPPO,【蓝牙音箱套装版】OPPO Reno 4800万超清像素 6GB+128GB 星云紫 全网通 全面屏拍照游戏智能手机,2229,OPPO京东自营官方旗舰店,2万+
79,索爱（soaiy）,索爱（soaiy）Z86 亮黑色 翻盖老人手机 双卡双待超长待机大字体大声音 移动联通2G老年功能机 全语音播报,269,索爱（soaiy）手机京东自营旗舰店,4000+
80,索爱（soaiy）,索爱（soaiy）Z58 铂光金三防翻盖老人手机 移动联通2G双卡双待双屏 超长待机超大音量 老年功能机 语音播报,179,索爱（soaiy）手机京东自营旗舰店,5000+
81,vivo,vivo X27Pro 黑珍珠 4800万AI三摄全面屏拍照手机 移动联通电信全网通4G手机 8GB+256GB,3598,vivo京东自营官方旗舰店,15
82,小米（MI）,Redmi 8 5000mAh大电量 大字体大音量大内存 3D四曲面机身 AI双摄 骁龙八核处理器 AI人脸解锁 4GB+64GB 仙踪绿 游戏智能手机 小米 红米,799,小米京东自营旗舰店,10万+
83,OPPO,OPPO A11 5000mAh大电池 AI四摄 视频防抖 6GB+128GB 暮辰紫 全网通4G 全面屏拍照游戏智能手机,1299,OPPO京东自营官方旗舰店,10万+
84,荣耀（honor）,荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 手机 6GB+128GB 冰岛幻境,1699,荣耀京东自营旗舰店,70万+
85,海信（Hisense）,海信(Hisense)双屏手机A6L5.84英寸护眼水墨屏 6.53英寸水滴屏 电纸书阅读器 翎羽蓝6GB+128GB全网通4G手机,2399,海信手机京东自营旗舰店,3万+
86,天语（K-Touch）,"
天语（K-Touch）S8全网通4G+智能老人手机 移动联通电信4G 双卡双待 超长待机 直板按键备用老年手机 红色",259,天语手机京东自营官方旗舰店,2万+
87,多亲（QIN）,多亲（QIN）Qin 2 Pro助手2+32g 5.05英寸全面屏智能超薄手机备机触屏 移动联通4g手机 电信Volte 铁灰色,599,多亲（QIN）京东自营旗舰店,2万+
88,守护宝,守护宝 (上海中兴)  L6 陨石黑 移动/联通2G 双屏翻盖老人手机老年手机学生手机功能手机备用机,199,没有找到店铺 - -！,5000+
89,守护宝,守护宝 (上海中兴)  L6 典雅红 移动/联通2G 双屏翻盖老人手机 老年手机学生手机功能手机 备用机,199,没有找到店铺 - -！,5000+
90,OPPO,OPPO Reno10倍变焦版 高通骁龙855 4800万超清三摄 6GB+128GB 极夜黑 全网通 全面屏手机,3699,没有找到店铺 - -！,0
91,OPPO,OPPO Reno Z 4800万超清像素 超清夜景2.0 VOOC闪充 6GB+256GB 星辰紫 全面屏拍照智能游戏手机,2199,没有找到店铺 - -！,0
92,OPPO,OPPO Reno Z 4800万超清像素 超清夜景2.0 VOOC闪充 6GB+256GB 珠贝白 全网通4G 全面屏拍照手机,2199,没有找到店铺 - -！,0
93,小米（MI）,"京品手机	
小米9 骁龙855 索尼4800万超广角微距三摄 支持20W无线闪充 8GB+128GB 全息幻彩蓝 智能拍照游戏手机",2999,小米京东自营旗舰店,10万+
94,小米（MI）,小米9 Pro 5G 骁龙855Plus 30W无线闪充 8GB+256GB 梦之白 双卡全网通 全面屏拍照智能新品游戏手机,3799,小米京东自营旗舰店,1万+
95,三星（SAMSUNG）,三星 Galaxy Fold(SM-F9000)折叠屏双屏手机 骁龙855 六摄像头组合 多任务处理 12GB+512GB 夜雾银,15999,三星京东自营官方旗舰店,4000+
96,Apple,Apple iPhone 11 (A2223) 128GB 黑色 移动联通电信4G手机 双卡双待【购机补贴版】,4999,Apple产品京东自营旗舰店,100万+
97,一加,"京品手机	
一加 OnePlus 7 Pro 2K+90Hz 流体屏 高通骁龙855旗舰性能 4800万超广角三摄 8GB+256GB 星雾蓝 全面屏拍照游戏手机",3899,一加手机京东自营官方旗舰店,40万+
98,天语（K-Touch）,天语（K-Touch) Q8 全网通4G智能双卡双待三防老人手机 超长待机直板移动联通电信学生功能按键老年手机 黑色,289,天语手机京东自营官方旗舰店,2万+
99,纽曼（Newman）,纽曼 Newman W560 樱花粉 学生手机 儿童手机 移动2G 超薄迷你可爱小手机 非智能戒网备用手机老人机,153,纽曼京东自营官方旗舰店,1万+
100,荣耀（HONOR）,荣耀20 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 幻夜黑 全面屏手机,2699,荣耀京东自营旗舰店,90万+
101,荣耀（HONOR）,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+128GB 渐变红 移动联通电信4G全面屏手机 双卡双待,1699,荣耀京东自营旗舰店,90万+
102,荣耀（honor）,荣耀V30 5G 双模 麒麟990 突破性相机矩阵 游戏手机 8GB+128GB 幻夜星河 移动联通电信5G 双卡双待,3699,荣耀京东自营旗舰店,20万+
103,荣耀（HONOR）,"京品手机	
荣耀V30 PRO DXO122分 5G双模 麒麟990 5GSOC芯片 双超级快充 游戏手机8GB+128GB魅海星蓝 双卡双待",3899,荣耀京东自营旗舰店,30万+
104,vivo,vivo X30 5G 曜石 8GB+128GB 双模5G 20倍变焦 50mm专业人像镜头 全网通智慧旗舰手机,2998,vivo京东自营官方旗舰店,6万+
105,OPPO,【蓝牙音箱套装】OPPO A9x 4800万像素 VOOC闪充 6GB+128GB 冰玉白 全网通4G 全面屏拍照游戏智能手机,2029,OPPO京东自营官方旗舰店,2000+
106,小辣椒,小辣椒 红辣椒8X Pro 6GB+128GB 极光蓝 6.2英寸水滴屏 微信8开 人脸识别 游戏手机 全网通4G 双卡双待,649,小辣椒手机京东自营官方旗舰店,4万+
107,纽曼（Newman）,纽曼 Newman R21 中国红 超长待机 老人手机 移动联通2G 直板按键 大字大声 双卡双待老年机 老年备用功能机,118,纽曼京东自营官方旗舰店,3000+
108,纽曼（Newman）,纽曼 Newman M560C 炫舞红 直板按键 电信版老人手机 超长待机 大字体大声音大按键 老年机 学生备用功能机,135,纽曼京东自营官方旗舰店,2万+
109,小米（MI）,"京品手机	
Redmi K20Pro 骁龙855 索尼4800万超广角三摄  AMOLED弹出式全面屏 8GB+128GB 火焰红 游戏智能手机 小米 红米",2399,小米京东自营旗舰店,50万+
110,vivo,vivo S5 8GB+256GB 星眸黑 前置3200万写真级自拍 4800万菱感四摄极点屏手机 全网通4G手机,2298,vivo京东自营官方旗舰店,3万+
111,天语（K-Touch）,天语（K-Touch）LD1 智能老人手机 4G全网通 移动联通电信 人脸识别 学生备用老年手机 黑色 3+32G,499,天语手机京东自营官方旗舰店,8000+
112,小米（MI）,Redmi K30 5G双模 120Hz流速屏 骁龙765G 前置挖孔双摄 索尼6400万后置四摄 30W快充?6GB+128GB 紫玉幻境?游戏智能手机 小米 红米,1599,小米京东自营旗舰店,70万+
113,OPPO,"京品手机	
OPPO Reno3 双模5G 6400万超清四摄 视频双防抖 7.96mm纤薄机身 12GB+128GB 蓝色星夜全网通拍照游戏视频手机",2299,OPPO京东自营官方旗舰店,4万+
114,飞利浦（PHILIPS ）,"
飞利浦（PHILIPS） E206 绚丽红 移动2G 直板按键老人手机 双卡双待 超长待机 大屏老年机 学生备用功能机",188,飞利浦手机京东自营旗舰店,1万+
115,飞利浦（PHILIPS ）,"
飞利浦（PHILIPS） E206 宝蓝色 移动2G 直板按键老人手机 双卡双待 超长待机 大屏老年机 学生备用功能机",188,飞利浦手机京东自营旗舰店,8000+
116,飞利浦（PHILIPS ）,"
飞利浦（PHILIPS） E206 陨石黑 移动2G 直板按键老人手机 双卡双待 超长待机 大屏老年机 学生备用功能机",188,飞利浦手机京东自营旗舰店,1万+
117,天语（K-Touch）,天语（K-Touch）Q9 儿童定位微聊小手机电话迷你移动联通2G学生直板功能备用卡片超长待机老人手机 天空蓝,158,天语手机京东自营官方旗舰店,3000+
118,vivo,vivo X30 Pro 5G 绯云 8GB+128GB 60倍超级变焦 6400万四摄拍照手机 智慧旗舰手机 全网通5G手机,3997,京东超体vivo专卖店,2
119,荣耀（HONOR）,"京品手机	
荣耀20 PRO  4800万全焦段AI四摄 双光学防抖 麒麟980 全网通4G 8GB+128GB 蓝水翡翠 拍照手机【购机补贴版】",3199,荣耀京东自营旗舰店,10万+
120,vivo,vivo X30 Pro 5G 曜石 8GB+256GB 60倍超级变焦 6400万四摄拍照手机 智慧旗舰新品手机 全网通5G手机,4297,vivo京东自营官方旗舰店,0
121,OPPO,OPPO Reno3 Pro 双模5G 视频双防抖 90HZ高感曲面屏 7.7mm轻薄机身 8GB+128GB 蓝色星夜全网通游戏视频手机,3999,京东超体OPPO专卖店,23
122,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E517 陨石黑 老人智能手机 移动联通电信三网4G 直板按键功能机4G WiFi热点儿童学生老年机,299,飞利浦手机京东自营旗舰店,7万+
123,守护宝,守护宝（上海中兴）K199 全网通2.8英寸AI智能老人手机 老年手机三网4G老人机 超长待机儿童学生手机 暮光黑,279,守护宝手机京东自营旗舰店,2万+
124,守护宝,守护宝（上海中兴）K199 全网通2.8英寸AI智能老人手机 老年手机三网4G老人机 超长待机儿童学生手机 典雅红,279,守护宝手机京东自营旗舰店,4000+
125,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E109 陨石黑 环保材质 移动联通2G 直板按键 双卡双待 老人手机 儿童学生备用老年功能手机,99,飞利浦手机京东自营旗舰店,5万+
126,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E109 柠檬黄 环保材质 移动联通2G 直板按键 双卡双待 老人手机 儿童学生备用老年功能手机,99,飞利浦手机京东自营旗舰店,7000+
127,OPPO,OPPO A8 天青色 4+128 6.5英寸水滴屏 4230mAh电池,1199,没有找到店铺 - -！,4
128,黑鲨,"京品手机	
腾讯黑鲨游戏手机3 8GB+128GB 铠甲灰 骁龙865 270Hz触控采样率 “三明治”液冷散热 90Hz屏幕刷新率 双模5G",2799,黑鲨京东自营官方旗舰店,10万+
129,荣耀（HONOR）,荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+256GB 蓝水翡翠 全面屏手机,2699,荣耀京东自营旗舰店,3万+
130,荣耀（HONOR）,"京品手机	
荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+256GB 幻夜黑 全面屏手机",2699,荣耀京东自营旗舰店,4万+
131,荣耀（HONOR）,荣耀20 李现同款 4800万超广角AI四摄 3200W美颜自拍 麒麟Kirin980全网通版8GB+128GB 蓝水翡翠,2699,荣耀京东自营旗舰店,10万+
132,小米（MI）,小米10 Pro  双模5G 骁龙865 1亿像素8K电影相机  50倍变焦 50W快充 12GB+256GB 珍珠白 拍照智能新品游戏手机【购机补贴版】,5499,小米京东自营旗舰店,2万+
133,vivo,vivo iQOO 3 5G 12GB+256GB 拉力橙 高通骁龙865 55W超快闪充 专业电竞游戏体验手机 双模5G全网通手机,3998,vivo京东自营官方旗舰店,10万+
134,飞利浦（PHILIPS ）,飞利浦（PHILIPS）E518 陨石黑 64位4核 安卓8.1WiFi热点 全网通4G触屏手写智能4G老人机 儿童学生功能老年机,399,飞利浦手机京东自营旗舰店,1万+
135,真我（realme）,"京品手机	
realme 真我X50 Pro 5G 6400万变焦四摄 双模5G 65W超级闪充 骁龙865 90Hz电竞屏 12GB+256GB 红锈 旗舰手机",3499,realme真我京东自营旗舰店,3万+
136,三星（SAMSUNG）,三星 Galaxy S20 5G (SM-G9810)双模5G 骁龙865 120Hz超感屏 8K视频 游戏手机 12GB+128GB 遐想灰,5999,三星京东自营官方旗舰店,8万+
137,荣耀（HONOR）,荣耀20青春版 AMOLED屏幕指纹 4000mAh大电池 20W快充 4800万 手机 6GB+128GB 幻夜黑,1699,荣耀京东自营旗舰店,2万+
138,天语（K-Touch）,天语（K-Touch）Q9C 定位电信版儿童手机电话超薄迷你卡通学生直板按键功能备用卡片超长待机小手机 梦幻粉,219,天语手机京东自营官方旗舰店,2000+
139,天语（K-Touch）,天语（K-Touch）Q9C 定位电信版儿童手机电话超薄迷你卡通学生直板按键功能备用卡片超长待机小手机 天空蓝,219,天语手机京东自营官方旗舰店,1000+
140,OPPO,OPPO Find X2 Pro 兰博基尼版 3K分辨率 120Hz 多焦段影像系统 骁龙865 65w闪充12GB+512GB碳纤黑 双模5G手机,12999,OPPO京东自营官方旗舰店,600+
141,小米（MI）,Redmi K30 Pro 变焦版 5G先锋 骁龙865旗舰处理器 弹出式超光感全面屏 索尼6400万双光学防抖四摄 30倍变焦 8GB+256GB 天际蓝 游戏智能手机 小米 红米,3399,小米京东自营旗舰店,60万+
142,OPPO,OPPO Find X2 超感官旗舰 3K分辨率 120Hz超感屏 多焦段影像系统 骁龙865 65w闪充 8GB+256GB夜海 双模5G手机,5999,京东超体OPPO专卖店,1
