,info_brand,info_name,info_money,info_store,info_commit
927,Apple,Apple iPhone 12 (A2404) 128GB 红色 支持移动联通电信5G 双卡双待手机,6799,中国移动官方旗舰店,52
928,Apple,Apple iPhone 12 (A2404) 128GB 白色 支持移动联通电信5G 双卡双待手机,6799,中国移动官方旗舰店,300+
929,Apple,Apple iPhone 12 Pro (A2408) 256GB 海蓝色 支持移动联通电信5G 双卡双待手机,9299,中国移动官方旗舰店,300+
930,Apple,Apple iPhone 12 (A2404) 128GB 黑色 支持移动联通电信5G 双卡双待手机,6799,中国移动官方旗舰店,200+
931,Apple,Apple iPhone 12 mini (A2400) 256GB 红色 手机 支持移动联通电信5G,6799,北京移动京东自营旗舰店,12
932,Apple,Apple iPhone 12 mini (A2400) 128GB 蓝色 手机 支持移动联通电信5G,5999,北京移动京东自营旗舰店,9
933,Apple,Apple iPhone 12 mini (A2400) 128GB 白色 手机 支持移动联通电信5G,5999,北京移动京东自营旗舰店,5
934,Apple,Apple iPhone 12 mini (A2400) 64GB 白色 手机 支持移动联通电信5G,5499,北京移动京东自营旗舰店,1
935,Apple,Apple iPhone 12 mini (A2400) 64GB 红色 手机 支持移动联通电信5G,5499,北京移动京东自营旗舰店,1
936,Apple,Apple iPhone 12 mini (A2400) 64GB 蓝色 手机 支持移动联通电信5G,5499,北京移动京东自营旗舰店,2
937,Apple,Apple iPhone 12 Pro (A2408) 256GB 海蓝色 支持移动联通电信5G 双卡双待手机,9049,中国移动官方旗舰店,2000+
938,小米（MI）,Redmi K30S 至尊纪念版 双模5G 骁龙865 144HzLCD旗舰屏幕  8GB+128GB 月光银 游戏手机 小米 红米,2599,小米京东自营旗舰店,10万+
939,Apple,Apple iPhone 12 (A2404) 128GB 白色 支持移动联通电信5G 双卡双待手机,6599,中国移动官方旗舰店,3万+
940,vivo,vivo iQOO U1x 6GB+64GB 曜光黑 5000mAh大电池 骁龙662处理器 AI全场景三摄 全网通大屏拍照手机iqoou1x,999,vivo京东自营官方旗舰店,10万+
941,vivo,vivo Y3s 4GB+128GB 海风青 5000mAh大电池 AI智慧双摄 面部识别 全网通智能手机,1198,vivo京东自营官方旗舰店,1万+
942,纽曼（Newman）,纽曼（Newman）N97全网通4G老人机 双屏翻盖手机 移动联通电信三网老年手机 双卡双待 儿童学生备用机 玫瑰金,279,纽曼京东自营官方旗舰店,1000+
943,索爱（soaiy）,索爱（soaiy）P50 Pro 6GB+128GB蓝珊瑚 4G全网通老人学生智能手机水滴全面屏 八核游戏拍照指纹人脸解锁,799,索爱（soaiy）手机京东自营旗舰店,4000+
944,纽曼（Newman）,纽曼（Newman）N97 翻盖老人手机 移动联通电信4G全网通 大字大声超长待机 双卡双待老年备用学生机 中国红,279,纽曼京东自营官方旗舰店,1000+
945,索爱（soaiy）,索爱（soaiy）P50 Pro 6GB+64GB天空之境 4G全网通老人学生智能手机水滴全面屏 八核游戏拍照指纹人脸解锁,699,索爱（soaiy）手机京东自营旗舰店,4000+
946,小米（MI）,小米10 至尊纪念版 双模5G 骁龙865 120HZ高刷新率 120倍长焦镜头 120W快充 8GB+256GB  透明版 游戏手机,5599,小米京东自营旗舰店,1万+
947,Apple,Apple iPhone 12Apple iPhone 12 Pro Max (A2412) 128GB 海蓝色 支持移动联通电信5G 双卡双待手机,9299,中国联通京东自营旗舰店,400+
948,荣耀（HONOR）,荣耀X10  5G双模 麒麟820 4300mAh续航 4000万高感光影像系统 6.63英寸升降全面屏 全网通 6GB+64GB 竞速蓝,1899,荣耀京东自营旗舰店,1万+
949,OPPO,OPPO Reno4 SE【现货开售】 8+128 超闪蓝 65W超级闪充 3200万前置自拍 轻薄外观 双模5G 拍照手机,2499,北京电信京东自营旗舰店,4
950,OPPO,OPPO A72 5G 8+128GB 简单黑 90Hz全面屏 7.9mm超轻薄机身 18W快充 后置三摄AI智慧美颜拍照视频手机,1899,北京电信京东自营旗舰店,5
951,Apple,Apple iPhone 12 Pro Max（A2412） 256GB 海蓝色 支持移动联通电信5G 双卡双待手机,9799,中国移动官方旗舰店,4000+
952,荣耀（HONOR）,荣耀30青春版 5G双模 6.5英寸柔滑全速屏 4000mAh大电池 22.5W快充 4800万高感光拍摄 6GB+64GB 夏日彩虹,1699,荣耀京东自营旗舰店,3000+
953,华为（HUAWEI）,华为 HUAWEI Mate 40 Pro麒麟9000 SoC芯片 超感知徕卡电影影像 有线无线双超级快充8GB+256GB釉白色5G全网通,6999,华为京东自营官方旗舰店,20万+
954,华为（HUAWEI）,华为 HUAWEI Mate 30E Pro 5G麒麟990E SoC芯片 双4000万徕卡电影影像 8GB+256GB星河银全网通手机,5799,华为京东自营官方旗舰店,40万+
955,天语（K-Touch）,天语（K-Touch）S9 老人手机 高清大屏 超长待机老年手机 双侧键全语音王 移动联通备用功能机 曜石黑,188,天语手机京东自营官方旗舰店,3000+
956,纽曼（Newman）,纽曼 Newman R21 中国红 超长待机 老人手机 移动联通2G 直板按键 大字大声 双卡双待老年机 老年备用功能机,178,纽曼京东自营官方旗舰店,1000+
957,京崎（TOOKY）,京崎（TOOKY）X8 老人手机 超长待机 移动/联通2G 双卡双待 三防户外直板按键老年学生备用功能手机 绿色,109,京崎（TOOKY）手机京东自营旗舰店,1000+
958,纽曼（Newman）,纽曼（Newman）L9 悍马绿 超长待机 三防老人手机 移动2G 直板按键 大声音 双卡双待老年机 学生备用功能机,168,纽曼京东自营官方旗舰店,1万+
959,纽曼（Newman）,纽曼（Newman）L9 中国红 超长待机 三防老人手机 移动2G 直板按键 大声音 双卡双待老年机 学生备用功能机,168,纽曼京东自营官方旗舰店,2万+
960,纽曼（Newman）,纽曼（Newman）V998 耀石黑 透明翻盖老人手机 移动联通 手写触屏 超长待机 双卡双待老年机 学生备用功能机,299,纽曼京东自营官方旗舰店,500+
961,索尼（SONY）,索尼（SONY）Xperia5 II 5G智能手机 骁龙865 6.1英寸 21：9 120Hz OLED屏 游戏支持 灰色【购机补贴版】,5999,SONY京东自营官方旗舰店,700+
962,索尼（SONY）,索尼（SONY）Xperia5 II 5G智能手机 骁龙865 6.1英寸 21：9 120Hz OLED屏 游戏支持 粉色【购机补贴版】,5999,SONY京东自营官方旗舰店,500+
963,Apple,Apple iPhone 12 (A2404) 256GB 白色 支持移动联通电信5G 双卡双待手机,7599,中国电信自营旗舰店,300+
964,苹果（Apple）,苹果（Apple）iPhone 12 mini (A2400) 256GB 红色 全网通5G手机,6799,联通京东自营旗舰店,5
965,苹果（Apple）,苹果（Apple）iPhone 12 mini (A2400) 128GB 绿色 全网通5G手机,5999,联通京东自营旗舰店,16
966,苹果（Apple）,苹果（Apple）iPhone 12 mini (A2400) 256GB 蓝色 全网通5G手机,6799,联通京东自营旗舰店,4
967,苹果（Apple）,苹果（Apple）iPhone 12 mini (A2400) 128GB 白色 全网通5G手机,5999,联通京东自营旗舰店,8
968,Apple,苹果（Apple）iPhone 12 mini (A2400) 64GB 蓝色 全网通5G手机,5499,联通京东自营旗舰店,6
969,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 512GB 银色 全网通5G 双卡双待手机,11899,联通京东自营旗舰店,0
970,Apple,苹果（Apple）iPhone 12 mini (A2400) 64GB 黑色 全网通5G手机,5499,联通京东自营旗舰店,1
971,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 512GB 石墨色 全网通5G 双卡双待手机,11899,联通京东自营旗舰店,0
972,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 256GB 银色 全网通5G 双卡双待手机,10099,联通京东自营旗舰店,0
973,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 256GB 石墨色 全网通5G 双卡双待手机,10099,联通京东自营旗舰店,1
974,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 128GB 海蓝色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,6
975,Apple,苹果（Apple）iPhone 12 Pro Max (A2412) 256GB 金色 全网通5G 双卡双待手机,10099,联通京东自营旗舰店,3
976,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 128GB 银色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,2
977,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 512GB 银色 全网通5G 双卡双待手机,11099,联通京东自营旗舰店,0
978,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 128GB 金色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,7
979,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 256GB 金色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,11
980,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 128GB 石墨色 全网通5G 双卡双待手机,8499,联通京东自营旗舰店,4
981,苹果（Apple）,苹果（Apple）iPhone 12 (A2404) 256GB 黑色 全网通5G 双卡双待手机,7599,联通京东自营旗舰店,11
982,苹果（Apple）,苹果（Apple）iPhone 12 (A2404) 128GB 蓝色 全网通5G 双卡双待手机,6799,联通京东自营旗舰店,15
983,苹果（Apple）,苹果（Apple）iPhone 12 Pro Max (A2412) 256GB 海蓝色 全网通5G 双卡双待手机,10099,联通京东自营旗舰店,11
984,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 256GB 海蓝色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,2
985,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 256GB 银色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,0
986,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 128GB 金色 全网通5G 双卡双待手机,8499,联通京东自营旗舰店,0
987,苹果（Apple）,苹果（Apple）iPhone 12 (A2404) 128GB 白色 全网通5G 双卡双待手机,6799,联通京东自营旗舰店,3
988,Apple,苹果（Apple）iPhone 12 (A2404) 64GB 白色 全网通5G 双卡双待手机,6299,联通京东自营旗舰店,4
989,Apple,苹果（Apple）iPhone 12 Pro Max (A2412) 128GB 石墨色 全网通5G 双卡双待手机,9299,联通京东自营旗舰店,1
990,苹果（Apple）,苹果（Apple）iPhone 12 Pro (A2408) 512GB 海蓝色 全网通5G 双卡双待手机,11099,联通京东自营旗舰店,0
991,Apple,苹果（Apple）iPhone 12 (A2404) 256GB 绿色 全网通5G 双卡双待手机,7599,联通京东自营旗舰店,7
992,Apple,苹果（Apple）iPhone 12 (A2404) 256GB 白色 全网通5G 双卡双待手机,7599,联通京东自营旗舰店,1
993,苹果（Apple）,苹果（Apple）iPhone 12 (A2404) 64GB 黑色 全网通5G 双卡双待手机,6299,联通京东自营旗舰店,6
994,Apple,苹果（Apple）iPhone 12 (A2404) 64GB 绿色 全网通5G 双卡双待手机,6299,联通京东自营旗舰店,0
995,三星（SAMSUNG）,三星Galaxy Z Fold2 5G(SM-F9160)折叠屏 双模5G 骁龙865+ 120Hz自适应屏幕 12GB+512GB松烟墨【购机补贴版】,16999,三星京东自营官方旗舰店,4000+
996,三星（SAMSUNG）,三星Galaxy Z Fold2 5G(SM-F9160)折叠屏 双模5G 骁龙865+ 120Hz自适应屏幕 12GB+512GB迷雾金【购机补贴版】,16999,三星京东自营官方旗舰店,3000+
997,vivo,vivo iQOO Z1 5G 6GB+128GB 幻彩流星 天玑1000Plus旗舰芯片 144Hz竞速屏 44W超快闪充 双模5G全网通手机【购机补贴版】,2198,vivo京东自营官方旗舰店,2000+
998,vivo,"京品手机	
vivo iQOO Z1 8GB+128GB 太空蓝 天玑1000Plus旗舰芯片 144Hz竞速屏 44W超快闪充 双模5G全网通手机  iqooz1",2298,vivo京东自营官方旗舰店,5万+
999,vivo,"京品手机	
vivo iQOO Z1 5G 8GB+256GB 星河银 天玑1000Plus旗舰芯片 144Hz竞速屏 44W超快闪充 双模5G全网通手机【购机补贴版】",2598,vivo京东自营官方旗舰店,2万+
